Station Name,ID,Lat.,Lon.,GLOSS ID,Country,Date,Coastline,Station
APRA HARBOR,540,13.438,144.653,149,GUM,26/01/2024,701,001
BARENTSBURG,541,78.067,14.250,231,SJM,28/06/2023,025,001
IMBITUBA,542,-28.233,-48.650,351,BRA,01/01/1980,874,031
DIAMOND HARBOUR,543,22.200,88.167,,IND,22/01/2020,500,131
LA LIBERTAD II,544,-2.200,-80.917,172,ECU,18/04/2018,845,012
KEELUNG II,545,25.133,121.733,,TWN,28/04/1998,612,002
YUZHNO KURILSK,546,44.017,145.867,90,RUS,25/01/1996,630,001
BARENTSBURG II (SPITSBERGEN),547,78.067,14.250,231,SJM,14/08/2019,025,002
"SAN FERNANDO, LA UNION",548,16.617,120.300,,PHL,27/06/1990,660,001
CAMP COVE,549,-33.833,151.283,,AUS,20/02/1990,680,151
PUERTO LIMON,552,10.000,-83.033,,CRI,18/05/1994,906,011
ALERT BAY,554,50.583,-126.950,,CAN,01/01/1980,822,021
LA LIBERTAD,555,-2.200,-80.917,172,ECU,01/01/1980,845,011
RECIFE,556,-8.050,-34.867,,BRA,01/01/1980,874,121
PUERTO CORTES,557,15.833,-87.950,,HND,01/01/1980,908,031
LA UNION,558,13.333,-87.817,,SLV,01/01/1980,833,001
FORTALEZA,559,-3.717,-38.483,336,BRA,01/01/1980,874,151
PASAJES,561,43.327,-1.922,,ESP,01/01/1980,200,001
BODO,562,67.288,14.391,,NOR,18/01/2024,040,101
GIBARA,563,21.108,-76.125,276,CUB,20/09/2023,930,031
MACKAY,564,-21.100,149.233,,AUS,01/02/2024,680,061
LAS PALMAS C (PUERTO DE LA LUZ),565,28.147,-15.408,251,ESP,05/03/2019,370,045
CORDOVA,566,60.558,-145.752,,USA,26/01/2024,821,020
"KODIAK ISLAND,  WOMENS BAY",567,57.732,-152.512,,USA,10/01/2024,821,011
SANTA CRUZ DE LA PALMA B,568,28.672,-17.769,,ESP,05/03/2019,370,015
TIKSI (TIKSI BUKHTA),569,71.583,128.917,313,RUS,13/08/2013,030,447
TALCAHUANO,571,-36.683,-73.100,,CHL,07/05/2024,850,041
CARTAGENA,572,10.400,-75.550,207,COL,20/04/1994,902,021
PORT AUGUSTA,574,-32.550,137.783,,AUS,11/03/1987,680,401
KANTON ISLAND,575,-2.800,-171.717,145,KIR,01/01/1980,750,011
PUERTO PLATA,577,19.817,-70.700,,DOM,01/01/1980,936,021
SALVADOR,578,-12.967,-38.517,334,BRA,01/01/1980,874,111
RIO DE JANEIRO,579,-22.933,-43.133,,BRA,01/01/1980,874,091
BELEM,580,-1.450,-48.500,,BRA,01/01/1980,874,161
NAOS ISLAND,581,8.918,-79.550,,PAN,01/01/1980,840,021
PORT AU PRINCE,583,18.567,-72.350,209,HTI,01/01/1980,934,011
SANTA CRUZ DE LA PALMA,585,28.680,-17.766,,ESP,01/01/1980,370,011
SALINOPOLIS,589,-0.650,-47.383,,BRA,01/01/1980,874,158
"LAS PALMAS, PUERTO DE LA LUZ",590,28.136,-15.426,251,ESP,25/11/1993,370,041
BARACOA,592,20.350,-74.500,,CUB,27/09/2023,930,041
ARRECIFE,593,28.972,-13.530,,ESP,05/03/2019,370,001
WAKE ISLAND,595,19.290,166.617,105,MHL,16/01/2024,720,021
KANDLA,596,23.017,70.217,,IND,15/02/2023,500,011
GLOUCESTER POINT,597,37.247,-76.500,,USA,26/01/2005,960,072
JOHNSTON ISLAND,598,16.738,-169.530,109,UMI,28/01/2020,760,011
AMDERMA,599,69.750,61.700,,RUS,11/08/2021,030,310
UST KARA,600,69.250,64.517,,RUS,11/08/2021,030,315
FEDOROVA (CHELUSKIN MYS),601,77.717,104.300,,RUS,11/08/2021,030,392
SANNIKOVA (SANNIKOVA PROLIV),602,74.667,138.900,,RUS,11/08/2021,030,480
SHALAUROVA (SHALAUROVA MYS),603,73.183,143.233,,RUS,13/08/2013,030,516
AMBARCHIK,604,69.617,162.300,,RUS,14/08/2019,030,535
RAU-CHUA,605,69.500,166.583,,RUS,14/08/2019,030,556
PEVEK,606,69.700,170.250,,RUS,14/08/2019,030,567
VANKAREM,607,67.833,-175.833,,RUS,14/08/2019,030,630
VRANGELIA (VRANGELIA OSTROV),608,70.983,-178.483,,RUS,14/08/2019,030,620
MALYE KARMAKULY,609,72.367,52.700,,RUS,14/08/2019,030,016
UST OLENEK,610,73.000,119.867,,RUS,14/08/2019,030,435
DIKSON,611,73.500,80.400,312,RUS,11/08/2021,030,345
STERLEGOVA (STERLEGOVA MYS),612,75.417,88.900,,RUS,11/08/2021,030,365
NETTEN,613,66.967,-171.933,,RUS,16/01/2003,030,650
QINHUANGDAO,614,39.900,119.600,,CHN,24/07/1995,610,039
PRAVDY (PRAVDY OSTROV),615,76.267,94.767,,RUS,14/08/2019,030,378
MYS SHMIDTA,616,68.900,-179.367,,RUS,16/01/2003,030,610
RATMANOVA,617,65.850,-169.133,,RUS,14/08/2019,030,670
ARICA,618,-18.467,-70.333,,CHL,19/11/1992,850,001
CALDERA,619,-27.067,-70.833,,CHL,19/11/1992,850,021
MALYI TAIMYR (MALYI TAIMYR OSTROV),620,78.083,106.817,,RUS,08/01/2003,030,414
KOLUCHIN,621,67.483,-174.650,,RUS,16/01/2003,030,640
UGORSKII SHAR (UGORSKII SHAR PROLIV),622,69.817,60.750,,RUS,14/08/2019,030,308
TOBA,627,34.467,136.850,,JPN,01/01/1980,642,134
COMOX,630,49.667,-124.917,,CAN,01/01/1980,822,031
AMERICAN RIVER,631,-35.800,137.767,,AUS,01/01/1980,680,361
IRAKLION,634,35.348,25.153,,GRC,18/07/2013,290,101
ONAHAMA,635,36.938,140.892,,JPN,04/03/2024,642,041
KIPTOPEKE BEACH,636,37.165,-75.988,,USA,10/01/2024,960,083
TOWNSVILLE I,637,-19.250,146.833,60,AUS,01/02/2024,680,051
REYKJAVIK,638,64.151,-21.940,229,ISL,14/02/2023,010,001
TUMACO,639,1.833,-78.733,171,COL,04/11/2015,842,021
DUNAI (DUNAI OSTROV),640,73.933,124.500,,RUS,13/08/2013,030,440
KOTELNYI (KOTELNYI OSTROV),641,76.000,137.867,,RUS,11/08/2021,030,475
KIGILIAH,642,73.333,139.867,,RUS,11/08/2021,030,485
KOLOBRZEG,643,54.183,15.550,,POL,19/10/2001,110,072
USTKA,644,54.583,16.867,,POL,19/10/2001,110,057
WLADYSLAWOWO,645,54.800,18.417,,POL,19/10/2001,110,047
ANDREIA (ANDREIA OSTROV),646,76.800,110.750,,RUS,08/01/2003,030,410
ZHELANIA II (ZHELANIA MYS),647,76.950,68.550,,RUS,14/08/2019,030,321
GEIBERGA (GEIBERGA OSTROV),648,77.600,101.517,,RUS,14/08/2019,030,387
MUOSTAH ( MUOSTAH OSTROV),649,71.550,130.033,,RUS,08/01/2003,030,455
CHETYREHSTOLBOVOI,650,70.633,162.483,,RUS,16/01/2003,030,550
BOLVANSKII NOS (FEDOROVA),651,70.450,59.083,,RUS,14/08/2019,030,305
PREOBRAZHENIA (PREOBRAZHENIA OSTROV),652,74.667,112.933,,RUS,08/01/2003,030,418
POPOVA (BELYI OSTROV),653,73.333,70.050,,RUS,14/08/2019,030,325
LESKINA (LESKINA MYS),654,72.317,79.567,,RUS,14/08/2019,030,340
RUSSKII (RUSSKII OSTROV),655,77.167,96.433,,RUS,14/08/2019,030,380
SOLNECHNAIA (SOLNECHNAIA BUKHTA),656,78.200,103.267,,RUS,14/08/2019,030,390
SVIATOI NOS (SVIATOI NOS MYS),657,72.833,140.733,,RUS,06/01/2003,030,397
ZEMLIA BUNGE,658,74.883,142.117,,RUS,13/01/2003,030,510
IZUHARA,661,34.200,129.300,,JPN,04/05/1988,645,081
PROVIDENIA,662,64.417,-173.233,309,RUS,14/08/2019,030,725
MAIZURU I,663,35.483,135.400,,JPN,01/01/1980,647,061
"TACLOBAN, LEYTE",664,11.250,125.000,,PHL,01/01/1980,660,071
ENEWETOK,665,11.367,162.350,,MHL,01/01/1980,720,001
MARII PRONCHISHEVOI (BUKHTA),667,75.533,113.433,,RUS,08/01/2003,030,420
PUERTO ARMUELLES,668,8.267,-82.867,,PAN,01/01/1980,840,001
TOKUYAMA I,669,34.033,131.800,,JPN,01/01/1980,643,051
REGGIO CALABRIA,670,38.100,15.650,,ITA,01/01/1980,250,061
HAKODATE II,671,41.767,140.717,88,JPN,06/12/1990,641,032
SASEBO I,672,33.167,129.717,,JPN,01/01/1980,645,071
TUKIZI,673,35.667,139.767,,JPN,01/01/1980,642,063
ONAGAWA,674,38.433,141.467,,JPN,01/01/1980,642,028
BRIGHTON,677,-35.033,138.517,,AUS,01/01/1980,680,291
OMINATO,679,41.250,141.150,,JPN,21/04/2009,647,111
TROMSO,680,69.646,18.955,,NOR,18/01/2024,040,031
HARSTAD,681,68.801,16.548,,NOR,18/01/2024,040,061
KRISTIANSUND,682,63.114,7.734,,NOR,18/01/2024,040,161
BURNIE,683,-41.050,145.915,,AUS,27/02/2023,680,193
MURMANSK,684,68.967,33.050,274,RUS,28/06/2023,030,018
SPLIT RT MARJANA,685,43.508,16.392,,HRV,04/11/2010,280,021
ACAPULCO,686,16.833,-99.917,267,MEX,24/06/2015,830,081
MURMANSK II,687,68.967,33.050,274,RUS,14/08/2019,030,019
FULFORD HARBOUR,688,48.767,-123.450,,CAN,04/06/1996,822,096
SALINA CRUZ,689,16.167,-95.200,,MEX,14/05/2013,830,091
PROGRESO,690,21.300,-89.667,213,MEX,24/06/2015,920,001
COATZACOALCOS,692,18.150,-94.417,,MEX,23/01/1992,920,021
GUAYMAS,693,27.917,-110.900,,MEX,14/05/2013,830,031
LA PAZ,695,24.167,-110.350,,MEX,14/05/2013,830,021
MANGALORE,696,12.850,74.833,,IND,27/01/2016,500,071
CANAVIEIRAS,699,-15.667,-38.967,,BRA,01/01/1980,874,106
KAINAN,701,34.144,135.191,,JPN,04/03/2024,643,013
HANSTHOLM,703,57.119,8.596,,DNK,27/11/2018,130,111
VISE (VISE OSTROV),704,79.500,76.983,,RUS,14/08/2019,030,338
UEDINENIA (UEDINENIA OSTROV),707,77.500,82.200,,RUS,14/08/2019,030,348
BILLINGA,708,69.883,175.767,,RUS,16/01/2003,030,578
UADEI,709,71.517,136.417,,RUS,08/01/2003,030,468
RUSSKAIA GAVAN II,710,76.183,62.583,99,RUS,17/01/2003,030,003
RUSSKAYA GAVAN,711,76.200,62.583,99,RUS,12/07/1994,030,001
MAZATLAN,712,23.200,-106.417,,MEX,14/02/1996,830,051
RIOHACHA,714,11.550,-72.917,,COL,01/01/1980,902,011
JACKSONVILLE,716,30.350,-81.617,,USA,01/01/1980,960,012
ALAMITOS BAY ENTRANCE,717,33.750,-118.117,,USA,01/01/1980,823,056
MOREHEAD CITY,719,34.717,-76.733,,USA,01/01/1980,960,062
ASAMUSHI,721,40.898,140.859,,JPN,04/03/2024,647,121
YOKOSUKA,722,35.288,139.651,,JPN,03/02/2023,642,081
DALIAN,723,38.867,121.683,79,CHN,28/03/2023,610,044
SEMBAWANG,724,1.467,103.833,,SGP,24/04/2023,555,051
FREEPORT,725,28.948,-95.308,,USA,27/05/2009,940,006
CANANEIA,726,-25.017,-47.933,194,BRA,18/07/2007,874,051
XIAMEN,727,24.450,118.067,247,CHN,05/11/2007,610,005
IZVESTIA TSIK (IZVESTIA TSIK OSTROVA),728,75.950,82.950,,RUS,14/08/2019,030,360
GOLOMIANYI (GOLOMIANYI OSTROV),729,79.550,90.617,,RUS,14/08/2019,030,374
AION,730,69.933,167.983,,RUS,13/07/2010,030,560
YANTAI,731,37.533,121.383,,CHN,21/07/1995,610,036
MORZHOVAIA (HARASAVEI MYS),732,71.417,67.583,,RUS,14/08/2019,030,318
ISACHENKO (ISACHENKO OSTROV),734,77.150,89.200,,RUS,14/08/2019,030,370
BUORHAIA (BUORHAIA MYS),735,71.950,132.767,,RUS,08/01/2003,030,464
KOSYSTYI (KOSYSTYI MYS),736,73.650,109.733,,RUS,14/08/2019,030,394
MANZANILLO,737,19.050,-104.333,163,MEX,23/01/1992,830,071
KRASNOFLOTSKIE (KRASNOFLOTSKIE OSTROVA),738,78.600,98.833,,RUS,14/08/2019,030,385
MALYSHEVA (MALYSHEVA OSTROV),741,72.067,129.833,,RUS,08/01/2003,030,452
HARWICH,742,51.948,1.292,,GBR,02/02/2024,170,073
PORT ROYAL,744,17.933,-76.850,210,JAM,01/01/1980,932,011
BARAHONA,745,18.200,-71.083,,DOM,01/01/1980,936,011
AMHERST,746,16.083,97.567,,MMR,01/01/1980,530,031
MOULMEIN,747,16.483,97.617,141,MMR,01/01/1980,530,021
KURE II,749,34.233,132.533,,JPN,01/01/1980,643,041
NEZUGASEKI,752,38.563,139.546,,JPN,04/03/2024,647,091
KASHIWAZAKI,753,37.357,138.508,,JPN,04/03/2024,647,081
LOWESTOFT,754,52.473,1.750,,GBR,02/02/2024,170,068
MILLPORT,755,55.750,-4.906,,GBR,02/02/2024,170,241
"NAWILIWILI BAY, KAUAI ISLAND",756,21.953,-159.355,,USA,26/01/2024,760,021
UNALASKA,757,53.880,-166.537,102,USA,10/01/2024,820,021
HAMMERFEST,758,70.665,23.679,,NOR,18/01/2024,040,021
MAGUEYES ISLAND,759,17.970,-67.045,,PRI,16/01/2024,938,011
DUBROVNIK,760,42.658,18.063,,HRV,11/07/2019,280,081
ROVINJ,761,45.083,13.628,,HRV,11/07/2019,280,006
RODBYHAVN,762,54.656,11.349,,DNK,27/11/2018,130,011
LA CORUÑA II,763,43.364,-8.399,243,ESP,04/07/2023,200,031
LA PALOMA,764,-34.650,-54.150,,URY,20/02/2024,870,031
BIRKENHEAD (ALFRED DOCK),765,53.400,-3.017,,GBR,25/06/1992,170,201
NEWPORT BAY,766,33.603,-117.882,,USA,16/07/1993,823,057
TADIBE-IAHA,767,70.367,72.567,,RUS,06/01/2003,030,328
ALVARADO,768,18.767,-95.767,,MEX,23/01/1992,920,031
VERAVAL,770,20.900,70.367,31,IND,27/01/2016,500,021
CHIMBOTE,771,-9.083,-78.633,,PER,01/01/1980,848,021
MONBETU I,772,44.350,143.367,,JPN,01/01/1980,641,001
"SANDWICH MARINA, CAPE COD CANAL ENTRANCE",775,41.767,-70.500,,USA,01/01/1980,960,168
BUZZARDS BAY,776,41.742,-70.617,,USA,01/01/1980,960,163
SAN JOSE II,777,13.917,-90.817,,GTM,03/12/1997,832,012
PUERTO CASTILLA,779,16.017,-86.033,,HND,01/01/1980,908,011
MOSJOEN,781,65.850,13.200,,NOR,01/01/1980,040,121
PUERTO DE HIERRO,782,10.617,-62.083,,VEN,01/01/1980,900,001
SHIMONOSEKI II,783,33.967,130.950,,JPN,01/01/1980,647,012
REEDY POINT,786,39.558,-75.573,,USA,10/01/2024,960,089
NELSON,787,-41.261,173.273,,NZL,18/09/2023,690,071
MONACO (FONTVIEILLE),788,43.729,7.421,,MCO,30/01/2024,233,011
KIEL-HOLTENAU,789,54.372,10.157,,DEU,14/04/2023,125,021
TERPIAI-TUMSA,790,73.550,118.667,,RUS,08/01/2003,030,430
LEIXOES,791,41.183,-8.700,,PRT,02/03/2023,210,012
VALKARKAI,792,70.083,170.933,,RUS,16/01/2003,030,570
TOPOLOBAMPO,793,25.600,-109.050,,MEX,21/01/1992,830,041
ENSENADA,795,31.850,-116.633,,MEX,12/01/2012,830,001
CIUDAD DEL CARMEN,796,18.633,-91.850,,MEX,24/01/1992,920,011
NEMKOVA (NEMKOVA OSTROV),797,71.417,150.750,,RUS,14/08/2019,030,521
COFF'S HARBOUR,799,-30.317,153.083,,AUS,11/03/1987,680,111
CHRISTMAS ISLAND,801,1.983,-157.467,146,KIR,01/01/1980,770,021
LEITH,802,55.983,-3.167,,GBR,04/08/1989,170,031
BRONNOYSUND,803,65.483,12.217,,NOR,01/01/1980,040,131
BHAUNAGAR II,804,21.750,72.233,,IND,01/01/1980,500,031
SHIMIZU-MINATO,808,35.012,138.518,,JPN,04/03/2024,642,121
KOMATSUSHIMA,809,34.009,134.588,,JPN,04/03/2024,644,051
MISUMI,810,32.623,130.451,,JPN,07/02/2013,645,051
SAKAI,811,35.548,133.243,,JPN,04/03/2024,647,041
UNO,812,34.489,133.949,,JPN,04/03/2024,643,031
HAKODATE I,813,41.782,140.725,88,JPN,04/03/2024,641,031
ABURATSU,814,31.577,131.409,82,JPN,04/03/2024,645,021
TOSA SHIMIZU,815,32.779,132.959,,JPN,04/03/2024,644,011
WAKAYAMA,816,34.222,135.146,,JPN,04/03/2024,643,015
TAN-NOWA,817,34.339,135.178,,JPN,04/03/2024,643,017
LORD HOWE ISLAND,818,-31.517,159.067,148,AUS,21/02/2024,680,121
MAR DEL PLATA (CLUB),819,-38.033,-57.517,192,ARG,01/02/2023,860,101
PORT ELIZABETH,820,-33.951,25.630,76,ZAF,02/11/2023,430,088
NORFOLK ISLAND,821,-29.058,167.954,124,NFK,28/09/2016,680,091
BRISBANE (WEST INNER BAR),822,-27.367,153.167,58,AUS,27/02/2023,680,078
MOKUOLOE ISLAND,823,21.432,-157.790,,USA,26/01/2024,760,041
PETROPAVLOVSK-KAMCHATSKY,824,52.983,158.650,93,RUS,28/06/2023,630,021
GLADSTONE,825,-23.854,151.314,,AUS,01/02/2024,680,071
SIMONS BAY,826,-34.188,18.440,268,ZAF,02/11/2023,430,061
NAGAEVO,827,59.550,150.717,92,RUS,28/06/2023,630,011
"GALVESTON I, PLEASURE PIER, TX",828,29.285,-94.788,217,USA,07/03/2012,940,007
QUEEN CHARLOTTE CITY,829,53.250,-132.067,,CAN,07/02/2023,822,008
LERWICK,830,60.154,-1.140,236,GBR,02/02/2024,170,001
PORT KEMBLA,831,-34.474,150.912,,AUS,27/02/2023,680,161
PALERMO,832,-34.567,-58.400,,ARG,03/01/2024,860,161
EDEN,833,-37.074,149.908,,AUS,21/02/2024,680,171
BUNBURY,834,-33.323,115.660,,AUS,01/02/2024,680,461
KARUMBA,835,-17.500,140.833,,AUS,01/02/2024,680,018
PORT NOLLOTH,836,-29.257,16.868,,ZAF,11/02/2021,430,021
NEWCASTLE V,837,-32.924,151.789,,AUS,01/02/2024,680,135
HOBART,838,-42.877,147.341,,AUS,01/02/2024,680,201
TORSHAVN,839,62.017,-6.767,237,FRO,30/10/2007,015,011
LANGARA POINT,840,54.250,-133.033,,CAN,05/07/2005,822,005
HONDAU,841,20.667,106.800,,VNM,17/11/2015,605,081
PORT RENFREW,842,48.550,-124.417,,CAN,19/04/2000,822,106
SANTA CRUZ DAS FLORES,843,39.450,-31.117,244,PRT,10/08/2016,360,041
QUEPOS,844,9.400,-84.167,167,CRI,14/10/2013,836,011
SHIMONOSEKI I,845,33.967,130.950,,JPN,09/05/1995,647,011
KOBE,846,34.683,135.183,,JPN,21/02/1997,643,024
TAKAMATSU,847,34.350,134.050,,JPN,01/07/1994,644,041
PORT JEFFERSON,848,40.950,-73.077,,USA,16/07/1993,960,138
NOUMEA-CHALEIX,852,-22.300,166.433,123,NCL,13/09/1991,740,001
NEW ROCHELLE,856,40.893,-73.782,,USA,05/06/1987,960,143
MAR DEL PLATA (PUERTO),857,-38.033,-57.533,192,ARG,01/01/1980,860,091
ALMIRANTE BROWN,858,-64.900,-62.867,,ATA,01/01/1980,999,024
BELYI NOS,859,69.600,60.217,,RUS,17/01/2003,030,007
NAGOYA,860,35.083,136.883,,JPN,15/09/1997,642,131
BELFAST,861,54.600,-5.917,,GBR,01/01/1980,170,271
MYRTLE BEACH,862,33.683,-78.885,,USA,01/01/1980,960,051
RESOLUTE,863,74.683,-94.883,,CAN,01/01/1980,970,151
ISLA MARTIN GARCIA,864,-34.183,-58.250,,ARG,01/01/1980,860,171
TABLE BAY HARBOUR,866,-33.917,18.433,,ZAF,10/02/2021,430,051
PIRAMIDE,867,-42.583,-64.283,,ARG,01/01/1980,860,041
KAGOSHIMA I,868,31.600,130.567,,JPN,01/01/1980,645,040
URAKAWA I,869,42.167,142.767,,JPN,01/01/1980,641,026
ROSALES,870,-38.933,-62.067,,ARG,01/01/1980,860,061
PORT MACDONNELL I,871,-38.000,140.667,,AUS,01/01/1980,680,241
MIYAZU,872,35.533,135.183,,JPN,01/01/1980,647,051
CAPO PASSERO,873,36.667,15.300,,ITA,01/01/1980,260,028
USHUAIA I,874,-54.817,-68.217,181,ARG,04/01/2024,860,001
PLUM ISLAND,875,41.167,-72.200,,USA,01/01/1980,960,136
ITO I,876,34.967,139.117,,JPN,01/01/1980,642,111
GRINDAVIK,877,63.833,-22.433,,ISL,01/01/1980,010,011
CHOSHI I,879,35.733,140.867,,JPN,01/01/1980,642,051
MATSUYAMA I,880,33.867,132.700,,JPN,01/01/1980,644,031
TOKYO I,881,35.667,139.767,,JPN,01/01/1980,642,070
STOMPNEUS BAY,882,-32.717,17.983,,ZAF,10/02/2021,430,031
SAN CLEMENTE ISLAND,883,33.000,-118.550,,USA,01/01/1980,823,061
PAGET ISLAND,886,32.367,-64.667,,BMU,01/01/1980,950,001
NASE I,887,28.383,129.500,,JPN,01/01/1980,646,001
RIO SANTIAGO,897,-34.850,-57.900,,ARG,01/01/1980,860,141
MOSSEL BAY,910,-34.179,22.135,,ZAF,11/02/2021,430,081
LUDERITZ,911,-26.643,15.155,,NAM,10/02/2021,427,011
MOZI,912,33.950,130.967,,JPN,21/04/2009,645,004
ARGENTINE ISLANDS,913,-65.246,-64.257,188,ATA,04/06/2019,999,003
WALVIS BAY,914,-22.949,14.499,314,NAM,05/04/2016,427,001
MALIN HEAD,916,55.367,-7.333,239,IRL,15/01/2004,175,011
SOPOCHNAIA KARGA,917,71.867,82.700,,RUS,11/08/2021,030,351
TUXPAN,918,21.000,-97.333,,MEX,15/05/2013,920,051
PADRE ISLAND,919,26.068,-97.152,,USA,16/07/1993,940,003
SABINE PASS,920,29.705,-93.853,,USA,04/11/1988,940,009
SOOKE,921,48.367,-123.733,,CAN,25/10/1993,822,104
"PORT ARANSAS,  H. CALDWELL PIER",922,27.827,-97.050,,USA,03/06/1987,940,004
SAN JUAN,923,-15.367,-75.200,,PER,01/01/1980,848,041
NOSY-BE,926,-13.400,48.283,15,MDG,01/01/1980,440,001
SAN CRISTOBAL,927,-0.900,-89.617,,ECU,01/01/1980,845,021
HERMANUS,928,-34.433,19.233,,ZAF,10/02/2021,430,071
GRAND PORT,930,-20.367,57.750,,MUS,01/01/1980,450,001
ZHAPO,933,21.583,111.817,78,CHN,28/03/2023,610,002
KANMEN,934,28.083,121.283,94,CHN,28/03/2023,610,016
DARWIN,935,-12.472,130.846,62,AUS,01/02/2024,680,011
HEYSHAM,936,54.032,-2.920,,GBR,02/02/2024,170,225
ZHOHOVA (ZHOHOVA OSTROV),937,76.150,152.833,,RUS,13/01/2003,030,528
POINTE NOIRE,938,-4.783,11.833,261,COG,25/11/1993,424,021
FISHGUARD,939,52.013,-4.984,,GBR,18/03/1991,170,183
INVERGORDON,944,57.683,-4.167,,GBR,01/01/1980,170,007
VIRGINIA BEACH,945,36.850,-75.967,,USA,01/01/1980,960,064
KNYSNA,950,-34.049,23.046,,ZAF,10/02/2021,430,086
PORTNEUF,951,46.683,-71.883,,CAN,16/02/2024,970,087
SIBAURA,952,35.633,139.750,,JPN,20/04/2009,642,072
CAIRNS,953,-16.917,145.783,,AUS,01/02/2024,680,041
MOKPO,954,34.780,126.376,,KOR,12/06/2023,620,027
BUSAN,955,35.096,129.036,84,KOR,12/06/2023,620,046
INCHEON,956,37.452,126.592,,KOR,12/06/2023,620,011
ALBANY,957,-35.034,117.893,,AUS,01/02/2024,680,451
SETE,958,43.398,3.699,,FRA,30/01/2024,230,021
KUNSAN,959,35.983,126.717,,KOR,25/01/2001,620,021
ALICANTE 2,960,38.339,-0.481,,ESP,09/06/2021,220,052
SWANSEA,967,51.617,-3.917,,GBR,25/10/1989,170,178
CHINHAE,970,35.150,128.650,,KOR,01/01/1980,620,041
"PINEY POINT, MARYLAND",971,38.133,-76.533,,USA,01/01/1980,960,077
ORTONA,972,42.350,14.400,,ITA,01/01/1980,270,026
SAN JOSE,973,13.917,-90.833,,GTM,01/01/1980,832,011
MOTURIKI ISLAND,978,-37.632,176.185,,NZL,23/11/2010,690,004
LUSI,979,32.133,121.617,283,CHN,05/01/2022,610,032
TOULON,980,43.113,5.915,,FRA,30/01/2024,230,061
GIBRALTAR,981,36.148,-5.365,248,GIB,01/09/2014,215,001
DEVONPORT,982,50.368,-4.185,,GBR,02/02/2024,170,157
COCOS ISLAND (HOME IS.),983,-12.117,96.894,46,CCK,01/02/2024,680,521
BELLA BELLA,984,52.167,-128.133,,CAN,16/02/2024,822,016
CADIZ III,985,36.540,-6.286,,ESP,14/03/2019,220,003
MAPUTO,986,-25.967,32.567,,MOZ,12/10/2005,432,001
"CHI MA WAN, LANTAU ISLAND",987,22.233,114.000,,HKG,13/05/1998,611,008
BAHIA ESPERANZA,988,-63.300,-56.917,185,ATA,11/05/1999,999,001
OTRANTO,990,40.133,18.500,,ITA,01/01/1980,270,011
GREYMOUTH,993,-42.450,171.200,,NZL,01/01/1980,690,051
CALETA PERCY,994,-52.900,-70.267,,CHL,02/12/2015,850,071
PORT TARANAKI,996,-39.056,174.034,,NZL,18/09/2023,690,081
ULSAN,997,35.502,129.387,,KOR,12/06/2023,620,051
TIMARU HARBOUR,998,-44.394,171.256,,NZL,18/09/2023,690,026
ST-FRANCOIS,999,47.000,-70.817,,CAN,16/02/2024,970,068
TUKTOYAKTUK,1000,69.417,-132.967,,CAN,16/02/2024,970,211
SAN JUAN,1001,18.458,-66.115,206,PRI,16/01/2024,938,021
TRIBENI,1002,22.983,88.400,,IND,16/12/2008,500,161
HONNGU,1003,18.800,105.767,,VNM,17/11/2015,605,061
WESTPORT HARBOUR,1004,-41.746,171.595,,NZL,25/05/1995,690,061
CHAMPLAIN,1005,46.433,-72.400,,CAN,04/06/1996,970,080
PESCHANYI (PESCHANYI MYS),1006,79.433,102.483,,RUS,08/01/2003,030,405
WONSAN,1007,39.167,127.450,307,PRK,03/09/1993,625,011
KOPER,1009,45.548,13.725,,SVN,18/12/1997,279,002
ACAJUTLA,1011,13.567,-89.833,182,SLV,03/09/2015,833,011
KRENKELIA (HEISA OSTROV),1012,80.617,58.050,,RUS,14/08/2019,030,014
RINCON ISLAND,1013,34.348,-119.442,,USA,16/07/1993,823,044
PUERTO ANGEL,1015,15.500,-96.500,164,MEX,14/02/1996,830,086
NASE II,1018,28.383,129.500,,JPN,01/01/1980,646,002
SAGYLLAH-ARY,1019,73.150,128.883,,RUS,08/01/2003,030,443
CIUDAD MADERO,1020,22.250,-97.800,,MEX,09/10/1990,920,066
KURE III,1023,34.233,132.550,,JPN,01/01/1980,643,042
ONISAKI,1026,34.904,136.824,,JPN,04/03/2024,642,128
OSHORO II,1027,43.209,140.858,,JPN,04/03/2024,641,042
HIROSIMA,1028,34.353,132.465,,JPN,03/02/2023,643,044
NAIN,1029,56.550,-61.700,224,CAN,16/02/2024,970,134
FUNCHAL,1030,32.644,-16.913,250,PRT,14/04/2009,365,001
GERALDTON,1031,-28.776,114.602,,AUS,01/02/2024,680,474
ILHA FISCAL,1032,-22.897,-43.167,195,BRA,11/08/2023,874,092
STONY POINT,1033,-38.372,145.225,,AUS,01/02/2024,680,178
"TAI PO KAU, TOLO HARBOUR",1034,22.443,114.184,,HKG,12/06/2023,611,014
AMRUM (WITTDUEN),1036,54.617,8.383,,DEU,13/12/2023,140,002
BORKUM (FISCHERBALJE),1037,53.558,6.748,,DEU,13/12/2023,140,016
PORT MANSFIELD,1038,26.553,-97.422,,USA,26/01/2024,940,002
LARK HARBOUR,1044,49.100,-58.367,,CAN,25/10/1993,970,106
TEMA,1049,5.617,0.000,,GHA,01/01/1980,410,016
SANTANDER II,1051,43.466,-3.766,,ESP,01/01/1980,200,012
